course_id,course_name,course_code,sessions,department,teacher_id,teacher_name,section_id,section_name,semester,strength
C253,Business Capstone,MS492,3,Management Sciences,T508,Mr. Tariq Saleem,S253,MGS-A,4,46
C254,Human Resource Management,MS234,3,Management Sciences,T503,Dr. Kamil Hasan,S254,MGS-B,2,33
C255,Financial Management,MS233,3,Management Sciences,T508,Mr. Tariq Saleem,S255,MGS-B,2,36
C256,Accounting & Finance,AF453,3,Management Sciences,T509,Dr. Uzma Khan,S256,MGS-A,4,46
C257,Investment Analysis,MS356,3,Management Sciences,T505,Mr. Adnan Butt,S257,MGS-A,3,35
C258,Strategic Management,MS303,3,Management Sciences,T510,Ms. Bushra Noor,S258,MGS-A,3,40
C259,Strategic Management,MS303,3,Management Sciences,T510,Ms. Bushra Noor,S259,MGS-B,3,36
C260,Research Proposal Writing,SC464,3,Management Sciences,T511,Dr. Faisal Iqbal,S260,MGS-A,4,31
C261,Scientific Writing,SC463,3,Management Sciences,T512,Mr. Hamza Raza,S261,MGS-A,4,39
C262,Technology Management,EM434,3,Management Sciences,T501,Dr. Rana Shahid,S262,MGS-A,4,37
C263,Combustion Engineering,ME404,2,Mechanical Engineering,T301,Dr. Iqbal Hussain,S263,ME-A,4,45
C264,Robotics,ME474,3,Mechanical Engineering,T302,Dr. Manzoor Ahmed,S264,ME-A,4,47
C265,Thermodynamics,ME205,1,Mechanical Engineering,T303,Dr. Javed Iqbal,S265,ME-A,2,31
C266,Thermodynamics,ME205,1,Mechanical Engineering,T303,Dr. Javed Iqbal,S266,ME-B,2,35
C267,Mechatronics,ME424,2,Mechanical Engineering,T304,Dr. Tahir Abbas,S267,ME-A,4,50
C268,Fluid Mechanics,ME213,2,Mechanical Engineering,T305,Dr. Asim Iqbal,S268,ME-B,2,39
C269,Fluid Mechanics,ME213,3,Mechanical Engineering,T305,Dr. Asim Iqbal,S269,ME-A,2,40
C270,Automotive Engineering,ME468,3,Mechanical Engineering,T306,Dr. Naeem Butt,S270,ME-A,4,41
C271,Mechanical Behavior of Materials,MM232,3,Materials & Chemical Engineering,T403,Dr. Bilal Zafar,S271,MCE-A,2,44
C272,Polymer Science,MM353,3,Materials & Chemical Engineering,T404,Dr. Farrukh Shahzad,S272,MCE-A,3,49
C273,Phase Transformations,MM362,3,Materials & Chemical Engineering,T405,Dr. Habib ur Rehman,S273,MCE-A,3,40
C274,Materials Thermodynamics,MM201,3,Materials & Chemical Engineering,T406,Ms. Rabia Naz,S274,MCE-A,2,46
C275,Corrosion Engineering,MM352,3,Materials & Chemical Engineering,T401,Dr. Shahzad Maqsood,S275,MCE-A,3,47
C276,Industrial Metallurgy,MM497,3,Materials & Chemical Engineering,T402,Dr. Iftikhar Ahmed,S276,MCE-A,4,45
C277,Materials Design Project,MM495,1,Materials & Chemical Engineering,T403,Dr. Bilal Zafar,S277,MCE-A,4,34
C278,Introduction to Materials,MM101,2,Materials & Chemical Engineering,T402,Dr. Iftikhar Ahmed,S278,MCE-B,1,44
C279,Object Oriented Programming,CS202,1,Computer Science & Engineering,T005,Dr. Naveed Iqbal,S279,CS-F,2,43
C280,Computer Graphics,CS378,2,Computer Science & Engineering,T012,Ms. Amna Shafiq,S280,CS-A,3,34
C281,Engineering Management,HM321 EE 3rd,2,Electrical Engineering,T107,Dr. Zafar Abbas,S281,EE-A,3,43
C282,Calculus II,MT102,2,Engineering Sciences,T103,Dr. Rehan Ullah,S282,ES-D,1,41
C283,Calculus II,MT102,3,Engineering Sciences,T103,Dr. Rehan Ullah,S283,ES-E,1,30
C284,Engineering Surveying,CV213,1,Civil Engineering,T605,Mr. Atif Manzoor,S284,CVE-A,2,41
C285,Geotechnical Engineering,CV230,1,Civil Engineering,T606,Ms. Arooj Fatima,S285,CVE-A,2,44
C286,Structural Dynamics,CV361,1,Civil Engineering,T603,Dr. Kamran Latif,S286,CVE-B,3,32
C287,Foundation Engineering,CV425,2,Civil Engineering,T601,Dr. Sarfraz Hussain,S287,CVE-A,4,35
C288,Industrial Chemistry,CH361,2,Chemical Engineering,T701,Dr. Zahid Nawaz,S288,CH-A,3,42
C289,Reinforced Concrete Design,CV305,1,Civil Engineering,T602,Dr. Rashid Mehmood,S289,CVE-A,3,46
C290,Calculus II,MT102,2,Engineering Sciences,T103,Dr. Rehan Ullah,S290,ES-G,1,48
C291,Chemistry Lab,CH161,1,Chemical Engineering,T704,Ms. Sadia Zulfiqar,S291,CH-H,1,40
C292,Chemistry Lab,CH161,1,Chemical Engineering,T704,Ms. Sadia Zulfiqar,S292,CH-F,1,30
C293,Functional English,HM102 K Lab,1,Management Sciences,T502,Dr. Asma Arif,S293,MGS-A,1,39
C294,Professional Ethics,HM223,2,Management Sciences,T501,Dr. Rana Shahid,S294,MGS-A,2,31
C295,Functional English,HM102 B Lab,1,Management Sciences,T503,Dr. Kamil Hasan,S295,MGS-A,1,45
C296,Functional English,HM102 F Lab,1,Management Sciences,T504,Dr. Sana Fatima,S296,MGS-A,1,30
C297,Islamic Studies,HM121,2,Management Sciences,T512,Mr. Hamza Raza,S297,MGS-A,1,41
C298,Functional English,HM102,2,Management Sciences,T501,Dr. Rana Shahid,S298,MGS-D,1,41
C299,Technical Writing,HM211,1,Management Sciences,T506,Ms. Nida Rehman,S299,MGS-F (DS),2,35
C300,Business Communication,MS130,1,Management Sciences,T502,Dr. Asma Arif,S300,MGS-B,1,41
C301,Business Communication,MS130,1,Management Sciences,T502,Dr. Asma Arif,S301,MGS-D,1,48
C302,International Business,MS361,3,Management Sciences,T505,Mr. Adnan Butt,S302,MGS-A,3,49
C303,Engineering Management,EM433,2,Management Sciences,T506,Ms. Nida Rehman,S303,MGS-A,4,33
C304,Advanced Finance,AF454,3,Management Sciences,T507,Dr. Zara Malik,S304,MGS-A,4,42
C305,Renewable Energy Technologies,ME467,2,Mechanical Engineering,T307,Dr. Rizwan Khan,S305,ME-A,4,42
C306,Tribology,ME419,2,Mechanical Engineering,T308,Mr. Zeeshan Tariq,S306,ME-A,4,46
C307,HVAC Systems,ME364,2,Mechanical Engineering,T301,Dr. Iqbal Hussain,S307,ME-B,3,34
C308,Engineering Vibrations,ME316,1,Mechanical Engineering,T302,Dr. Manzoor Ahmed,S308,ME-A,3,40
C309,Programming Fundamentals,CS112,2,Computer Science & Engineering,T015,Dr. Salman Qadri,S309,CS-A,1,31
C310,Introduction to Materials,MM101,2,Materials & Chemical Engineering,T402,Dr. Iftikhar Ahmed,S310,MCE-J,1,42
C311,Natural Language Processing,CS478,1,Computer Science & Engineering,T005,Dr. Naveed Iqbal,S311,CS-C,4,46
C312,Leadership Skills,HM331 EE 2nd,2,Management Sciences,T508,Mr. Tariq Saleem,S312,MGS-A,3,39
C313,Fluid Mechanics for Civil,CV241,1,Civil Engineering,T603,Dr. Kamran Latif,S313,CVE-A,2,45
C314,Data Mining,DS411,1,Computer Science & Engineering,T007,Dr. Kashif Javed,S314,CS-A,4,44
C315,Engineering Surveying,CV213,1,Civil Engineering,T605,Mr. Atif Manzoor,S315,CVE-B,2,33
C316,Chemistry Lab,CH161,1,Chemical Engineering,T704,Ms. Sadia Zulfiqar,S316,CH-G,1,47
C317,Functional English,HM102 M Lab,1,Management Sciences,T509,Dr. Uzma Khan,S317,MGS-A,1,50
C318,Research Methodology,HM404,1,Management Sciences,T510,Ms. Bushra Noor,S318,MGS-A,4,34
C319,Functional English,HM102 C Lab,1,Management Sciences,T511,Dr. Faisal Iqbal,S319,MGS-A,1,40
C320,Functional English,HM102 G Lab,1,Management Sciences,T512,Mr. Hamza Raza,S320,MGS-A,1,31
C321,Functional English,HM102 I Lab,1,Management Sciences,T501,Dr. Rana Shahid,S321,MGS-A,1,41
C322,Functional English,HM102 D Lab,1,Management Sciences,T502,Dr. Asma Arif,S322,MGS-A,1,45
C323,Functional English,HM102 N Lab,1,Management Sciences,T503,Dr. Kamil Hasan,S323,MGS-A,1,34
C324,Engineering Materials,ME203,1,Mechanical Engineering,T303,Dr. Javed Iqbal,S324,ME-B,2,34
C325,Engineering Materials,ME203,1,Mechanical Engineering,T303,Dr. Javed Iqbal,S325,ME-A,2,34
C326,Senior Design Project,ME494,2,Mechanical Engineering,T304,Dr. Tahir Abbas,S326,ME-A,4,42
C327,Engineering Vibrations,ME316,1,Mechanical Engineering,T302,Dr. Manzoor Ahmed,S327,ME-B,3,46
C328,Fracture Mechanics,MM392,2,Materials & Chemical Engineering,T404,Dr. Farrukh Shahzad,S328,MCE-A,3,50
C329,Nanomaterials,MM365,2,Materials & Chemical Engineering,T405,Dr. Habib ur Rehman,S329,MCE-A,3,37
C330,Innovation & Creativity,HM425,2,Management Sciences,T504,Dr. Sana Fatima,S330,MGS-A,4,43
C331,Programming Fundamentals,CS112,2,Computer Science & Engineering,T015,Dr. Salman Qadri,S331,CS-C,1,49
C332,Computer Graphics,CS378,1,Computer Science & Engineering,T012,Ms. Amna Shafiq,S332,CS-A,3,47
C333,Functional English,HM102 H Lab,1,Management Sciences,T505,Mr. Adnan Butt,S333,MGS-A,1,39
C334,HVAC Systems,ME364,1,Mechanical Engineering,T301,Dr. Iqbal Hussain,S334,ME-A,3,46
